Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
AFG,0.17057974421380767,0.1713866933977718,0.17213749280890134,0.17234526334981604,0.17243292230140359,0.17322560020835184,0.17136242625918602,0.16968729023848467,0.16860836166078877,0.16804468275121787,0.16769144597233207,0.17101435555758776,0.17493083996828035,0.17877653918879216,0.18214524172271632,0.18496705637773744,0.1799404584886065,0.17516946262510197,0.17143548525405655,0.16955919246957482,0.1699578247272843,0.17632784148153968,0.1847910188422519,0.19473513684059696,0.20530281344143586,0.21584500766871623,0.22393532971972743,0.2245709938807512
AGO,0.9211826258673741,0.9196615888368508,0.9183351267299313,0.9142962469369621,0.9159482931655574,0.9188737384597239,0.919928003603982,0.9210289785580803,0.9224104627727728,0.9236054542171965,0.9249239520623698,0.924881253276384,0.9234172604947428,0.9242746423296442,0.9261447683594074,0.9292053702852917,0.9311098820919835,0.9337899341770618,0.935467067333668,0.935406086225712,0.9357504334707464,0.9352988893309832,0.9356988616581918,0.9368689037010499,0.938037008800002,0.9392026098365966,0.9395726914948205,0.9404683963548882
ALB,0.7201408283641675,0.7452570349302657,0.7496892500177931,0.7407243729065727,0.7341814855371757,0.7261400471620058,0.7182693758601294,0.7225669969701839,0.7153099132873757,0.7069481885898392,0.7026902116184243,0.6993567331841012,0.6980963191122854,0.7004955551664668,0.7037159370011282,0.7076521808740474,0.7125093732555998,0.7176283004921558,0.7228401728342764,0.6990760874733046,0.7254699598065357,0.7313036254000982,0.7381762957228766,0.712735076367943,0.7011208396893276,0.7316645910057109,0.7292361329849418,0.7279650842095445
ARE,0.32375459004022106,0.3262547303471287,0.329367440908345,0.3314283210713675,0.33548591545483386,0.3392114804766207,0.34547801592339866,0.35169902541302944,0.35765474655496277,0.3632802102066034,0.3685107662969481,0.37551255630265756,0.38216300626080607,0.3887557117203843,0.3952998609718371,0.4016965633287137,0.4213459064323295,0.4393773392802453,0.4563887384267504,0.4617487684650122,0.4601610514836654,0.45844077608536504,0.4578345303011491,0.4560385434818466,0.4524019245521007,0.4479661299081196,0.4457109954049391,0.4447815202835283
ARG,0.5870282302600955,0.5966213937440309,0.6077313551676324,0.6157882586737666,0.6236803892273096,0.6242987078931447,0.6317711220392698,0.6410451005798425,0.6469486475149956,0.6467753044444265,0.6488027918228033,0.6490550387414884,0.6432846946695029,0.6526381895630066,0.6622481393963747,0.6535394016493207,0.6600753490885193,0.6526857243487071,0.6455719686509486,0.6548061830966657,0.6264554631990394,0.64564712222775,0.650284088247447,0.6464747388221814,0.6418101732830155,0.6461552741458316,0.646343760960734,0.6462500849034384
ARM,0.6949653098163987,0.6959936172447252,0.697561502175706,0.6996126916215321,0.7020112074669325,0.7046663093895893,0.7078952130584681,0.71120302997462,0.7145496950952973,0.7178669651264571,0.7210311308876455,0.7221635423594744,0.7227815077894681,0.7228246116313083,0.7222660922347073,0.7211741024781662,0.7191624863010954,0.716913616565025,0.7143456040955621,0.7136929497766679,0.6925814956671621,0.7348815121665421,0.7370278612034047,0.7458208451762532,0.7338493086211384,0.7292105794235497,0.728111564952957,0.7287578406545338
AUS,0.6905198911211828,0.6956725239172044,0.7000835251758373,0.7024840530140601,0.7141946899573067,0.7257089871934304,0.7304046427742852,0.733400768041106,0.7372254557205318,0.7418157171314437,0.7553795189462814,0.7655764422029487,0.769482909579083,0.7817494446390886,0.7789581090805233,0.790297507097396,0.7967693326987396,0.8016749924890527,0.8072239209902585,0.8132059372758071,0.8103106031945803,0.8160036170139805,0.819583954449306,0.8219431333392793,0.8259277900331162,0.8298858615081594,0.8382979584656718,0.8395961036056883
AUT,0.6206665041514879,0.6255374849062756,0.641614374152317,0.6514044606951589,0.6829685022128601,0.6940644411662101,0.6935182765612662,0.6998695673421117,0.7072605436257086,0.708725207751087,0.7104247428846276,0.7185428245517029,0.7351156576531025,0.7378844998323844,0.7610317903517784,0.7661842989551553,0.7727410320229107,0.7755473008358494,0.7844526804138109,0.7959229646952903,0.8002363191310086,0.8081050679174484,0.8152682211618842,0.8192581483288531,0.825406235553604,0.8263781036602156,0.8297393388969115,0.8324269432098343
AZE,0.7427439600085051,0.7437667525888436,0.7484097195116293,0.7581397055878359,0.7707237670938298,0.7810187447218334,0.7836742248032146,0.7844855004857931,0.7839013926563106,0.7850707937680141,0.8110927324366451,0.8356622854970343,0.8592940862226537,0.8819126012555891,0.9036194953538749,0.924734956030134,0.9454211388130046,0.966015724916684,0.9506998241020911,0.9349958066924183,0.9186511532048159,0.9023075224654858,0.9033841444167277,0.902286573275723,0.9058102569241249,0.910238476006645,0.9031615465879508,0.9054377474918344
BDI,1.003648198988627,1.004368971504758,1.0055062998159545,1.0070040665907558,1.008783443503471,1.0107631462803615,1.0111940697905104,1.0116532842243817,1.0121086234797345,1.014250672170944,1.0165013720844656,1.0186141167872402,1.020358222019025,1.0217576132214008,1.0228254351856356,1.0237046838277366,1.0240953940027087,1.0245464339453203,1.0251482368350873,1.025964120250081,1.0269683111926404,1.0295319149728785,1.0322260190181374,1.0350565775788254,1.0379036659058496,1.0362773645860528,1.0350061234617887,1.0356473455586392
BEL,0.6016588992178458,0.6216641006861664,0.6377885281586497,0.6552004411743586,0.65836059746458,0.6639165748801934,0.6672373567321812,0.6775831530575394,0.6873996984371078,0.7061529127597167,0.71002543541719,0.6923255619732613,0.70551492116351,0.7122901527082315,0.7324946169070313,0.7422086615139846,0.7504359412204824,0.7591853359671469,0.7680840107367335,0.7742774600414079,0.7812176282829609,0.784374834402704,0.7851509329038173,0.7971560680608353,0.8085077364742254,0.8119979878139955,0.8100874817335793,0.8139194304619873
BEN,0.6426234407081163,0.6427114791036415,0.6430733393142404,0.6588062248373409,0.675127732759,0.6920615579169717,0.70966572072932,0.7280307284388678,0.7471662190024932,0.7671533700626869,0.7880017028671089,0.8096775736957974,0.8323285692946082,0.8481751600286653,0.8636974801087546,0.8788128426924244,0.8935046109741496,0.9078584681231727,0.9218541934611315,0.9355482182271979,0.9489239467336262,0.9230518612789858,0.9252134378225295,0.9284431368167909,0.9317519181401559,0.9340423642572799,0.9363142231296979,0.939173148067951
BFA,0.8394700354962731,0.8400322273897072,0.8331842393892318,0.8263593997574026,0.8191556639160772,0.8119111779265785,0.8043441660533716,0.796256290133924,0.787959599197372,0.7793175008617415,0.7700850377290481,0.7604688741033062,0.7504529145799264,0.7403181181559827,0.7297657213546485,0.719123276410716,0.7078626943365267,0.7123674113187878,0.7176425965874499,0.7237852936512708,0.7308887666078671,0.738945263320179,0.7482299900118294,0.7589122641778667,0.7711524158017099,0.7731455516377264,0.7752805703987927,0.7736870897581601
BGD,0.26190773863092914,0.2631979126895794,0.26539632184312656,0.2684708135477617,0.27236809726647176,0.2770592870349669,0.2820137994856232,0.28782644797562046,0.2941331440319416,0.30039228119391786,0.30629057079308913,0.3105567869002744,0.3145730383975741,0.31830314507255797,0.3218036776720322,0.3252486475042855,0.32701191989904604,0.3345865067904101,0.3424248769980055,0.3505047033899101,0.3588525964680274,0.36712536067636736,0.3756343201044752,0.3844046161291247,0.3934454689487219,0.40273185770847236,0.41212955657214256,0.4139611697849728
BGR,0.8827869098061623,0.8844446835005403,0.886118460679216,0.8786003966419543,0.8697264024345943,0.8592517536959596,0.8485309115024182,0.8363234440519779,0.8227438918323551,0.807822722684614,0.791586173141467,0.8233731969646182,0.8242369707736539,0.8028146310416581,0.8068085545441468,0.7929078905532313,0.8062103463548983,0.803235722254849,0.7894038942895586,0.7881116960658455,0.8012700234537091,0.810860004206306,0.8146464129351384,0.8143480501400872,0.8093233498920229,0.8085555692987485,0.8016616150211354,0.8021561316498254
BHR,0.32711997333206305,0.33087881806629255,0.3382538414761324,0.3458034921904401,0.3534947043379594,0.3611278956466172,0.36960987428203496,0.3776044557021823,0.385354753413636,0.393205322479721,0.40127388989822904,0.41319734379838274,0.4239560729669909,0.4338721001774218,0.44306886839393295,0.45195845615038843,0.46172926905385736,0.4712075558807695,0.4807306734221524,0.4905073739762291,0.5008010401405986,0.49631262532677384,0.49744959179150716,0.49901699655973414,0.5009821227771535,0.5034886752733622,0.5048529277251831,0.5064403065782009
BHS,0.8162075841575687,0.8180164563413784,0.8202328309002535,0.8228512256140955,0.8258251725409725,0.829341733370895,0.8315884401060039,0.8335745496627898,0.8392133865136192,0.8466061191609059,0.8496310674939042,0.8525289604959192,0.8546783538530831,0.8528656130843422,0.8536033102097724,0.8570115256424817,0.8578307658816335,0.8579615200116559,0.8556638153162195,0.8525526293919551,0.8552794535637885,0.8546762079978537,0.8568302522282852,0.8563083196585108,0.8549360378942134,0.8522915127108701,0.8512745388672704,0.8533464899828981
BIH,0.6491598190493024,0.6476431421998634,0.6451100465019854,0.6420103621528181,0.639141549632073,0.6366452575518254,0.6359440177538513,0.6358567910872623,0.6357126500272573,0.6350398412968262,0.6342704225940354,0.6336281555733443,0.6327390290468847,0.631686197581114,0.630419261345645,0.6260000181818183,0.6248508106702895,0.6240260458362172,0.6235457096767649,0.6211318548983,0.6198314210198537,0.6185039930604721,0.6167107768634871,0.6158675303926878,0.6145488070895629,0.6106365676176326,0.5997619390200458,0.5995566378072119
BLR,0.787632152514991,0.7883660076076899,0.7869869402415186,0.7861336253822205,0.7859993892502127,0.7876973605929573,0.7911286799749915,0.7956799284774393,0.8006073512242562,0.8044017802749791,0.8096011537157493,0.8144719410966806,0.8179511952932967,0.8203389570930526,0.8220327270655903,0.8231709736135104,0.825095387226043,0.8264620342498521,0.8273426319974652,0.8275547694341705,0.8273124325106181,0.8277149738861945,0.8275974822293727,0.8271193714070056,0.8265623246804895,0.8259815908340502,0.8268555987527689,0.8269206414429042
BLZ,0.4212705299906834,0.4292729805424215,0.43885582161644077,0.44203004105654947,0.4384065496872261,0.4389259609076346,0.4421100405421644,0.4550222810570993,0.4678564559850306,0.4807069850517613,0.49357267595852966,0.5066998297955333,0.5199706307591266,0.533341493853238,0.5467803148550479,0.5601787532234073,0.5747472513530874,0.5900125232787412,0.6058537963924477,0.6222766107492134,0.6391556451231718,0.6465405682761912,0.6555853788060684,0.6507871265659922,0.6471926357649274,0.6449987450431365,0.6503488037828032,0.6552492112
BOL,0.6827688151244521,0.6869377781441665,0.6905478961379553,0.6950951882129193,0.6999018315815247,0.7047409263510663,0.7090299720238542,0.7136825917835942,0.7176064306267688,0.7214693262376461,0.7256953630354838,0.7317740687337343,0.7378555352916712,0.7439827768481835,0.750142493083976,0.756208832471015,0.762066366764566,0.7473703481360593,0.7589751729152894,0.7618495139906156,0.7559144663699613,0.7508921248036351,0.7241857641594114,0.7360386242287242,0.7443987209024725,0.6835537831867465,0.6891797029986844,0.6905978652168214
BRA,0.5042526621024975,0.5172825347171289,0.5304802514676168,0.5438581385579481,0.5573820761759242,0.5710448499245547,0.5850189585356865,0.5991526896235276,0.6134281204069805,0.627805437567897,0.6422951647461062,0.6569595802832464,0.6745957415181401,0.6820489629205311,0.6915886741442236,0.6994876576136128,0.7074527106716026,0.7075218409325501,0.7101965316931449,0.7128948656328704,0.7024400766454987,0.6919039954421159,0.6961557427103958,0.6961001304726754,0.6986479275350708,0.7077151639798042,0.7114817375483266,0.7118639492348531
BRB,0.789215377967948,0.8045525581773993,0.804615923100093,0.8119196552987077,0.8189771410961767,0.8229997003042028,0.8585387955890804,0.8360912079202658,0.8376762552712872,0.8393463219266956,0.8411181255241265,0.8424759561505413,0.8437653357958654,0.845116326155018,0.8483539019706946,0.8510073551636009,0.8536412761187434,0.8561087924761986,0.8585169862734588,0.8609385536348617,0.8691343000217395,0.8672677809894268,0.8623895767610413,0.8779766652843616,0.8958275393564117,0.8844597437607568,0.887539702074056,0.8888239001745548
BRN,0.5599314772718522,0.5654067947112436,0.5795807880375123,0.5940060658762846,0.6087752330870314,0.6241572142138045,0.6380234551765832,0.6525604529771153,0.6679321980896482,0.6835558938129506,0.6987386400360587,0.7111796683963925,0.7145638479022554,0.7179101013777507,0.7215943303051924,0.7257957298321271,0.7333815410165205,0.7406151539963511,0.7472671155607584,0.7533528567709097,0.7592481261842541,0.7659769671654537,0.773317390971436,0.7812079818109745,0.7893046590547316,0.7892582351470395,0.7885596386700556,0.7903405405387615
