AFG,0.31707810399470504
AGO,0.0023019855723017952
ALB,-0.1189028108259858
ARE,0.4018848891506403
ARG,0.06812901447419109
ARM,0.050530072992257306
AUS,0.13168959156773266
AUT,0.2651901067242589
AZE,0.2067987059012022
BDI,-0.11643020893760249
BEL,0.3077301934558362
BEN,0.197806447607636
BFA,-0.23708314256431695
BGD,0.42949239168493186
BGR,-0.12260077634321324
BHR,0.5263248954793673
BHS,0.07924977211813486
BIH,-0.14624609281286713
BLR,0.09813207147193496
BLZ,0.54365162412381
BOL,-0.006950850546462307
BRA,0.26751639093031754
BRB,0.016012189935268175
BRN,0.2893185474654571
BTN,0.12667692389960825
BWA,0.37420143972537784
CAF,-0.018805971496962497
CAN,0.04838651648511966
CHE,0.10250252252561251
CHL,0.5769914117376935
CHN,-0.15997704038300536
CIV,-0.00867543358558063
CMR,-0.0030650193043405133
COG,0.024892432337373743
COL,0.9696207977405307
COM,0.1392084691185693
CPV,0.1719651878482854
CRI,0.3775339915905564
CUB,0.15587275031514214
CYP,0.25810717186042725
CZE,0.0010211232298578126
DEU,0.21668470122150935
DJI,0.06986048442489685
DNK,-0.03063011203953167
DOM,0.24721884190044596
DZA,0.3249825996655399
ECU,0.21330996965573373
EGY,0.039454616736884246
ERI,0.0028182228113615175
ESP,0.5411347576486343
EST,0.02599431244903593
ETH,0.1612476251674265
FIN,-0.0706898129238966
FJI,0.021215843318052506
FRA,0.09143498858956015
GAB,0.17301689031568537
GBR,0.09276252297842266
GEO,-0.004387351509910563
GHA,0.03250578480114381
GIN,-0.0002538815144557651
GMB,0.13889007383855126
GNB,0.006663786556838489
GNQ,0.1263202605636147
GRC,0.26182097076573496
GTM,0.04883972708782276
GUM,-0.09456970424247788
GUY,0.09241172308247574
HKG,0.14065837713583834
HND,0.17934037302194444
HRV,-0.038127288467384765
HTI,0.11123104547797584
HUN,0.019014421220296
IDN,0.14067312568491697
IND,-0.2249693554263307
IRL,0.4810176421227813
IRN,0.7137769934624935
IRQ,1.307171017280073
ISL,0.0767422906068613
ISR,0.2825772536193639
ITA,0.11976660990215546
JAM,-0.037075651764705925
JOR,0.31850380419716806
JPN,0.00756226022335514
KAZ,0.0018081771023045101
KEN,-0.1121222703444426
KGZ,-0.05074362732105997
KHM,0.05048668703459577
KOR,0.11080144613795685
KWT,0.21270496065523256
LAO,-0.037869983432843826
LBN,0.21628150373009544
LBR,0.02153370330503499
LBY,0.29024837400447107
LCA,0.2930170819613196
LKA,-0.22983628870043138
LSO,-0.13746179328285332
LTU,0.02444476405890696
LUX,0.531871970095618
LVA,0.03323790568635098
MAC,0.49628653530979217
MAR,0.03658184252025366
MDA,-0.16599364848226428
MDG,-0.007408293067887051
MDV,1.1212091648937839
MEX,0.3187972662605136
MKD,-0.014162259004159716
MLI,0.7160853414383311
MLT,0.5147522775485586
MMR,-0.16198368234711052
MNG,0.03517932897872062
MOZ,-0.053856446697134526
MRT,0.03525875569961083
MUS,0.1791247215137604
MWI,-0.04962750230388592
MYS,0.11642519018613166
NAM,0.19924153368336756
NCL,-0.024204630533095167
NER,-0.009510847743090155
NGA,0.06000797802305137
NIC,0.37776199462083565
NLD,0.3465121113793013
NOR,0.10178760079628893
NPL,0.027971413392932677
NZL,0.19812757109151738
OMN,0.5028142352421597
PAK,0.7787212899046152
PAN,0.3805003519798786
PER,0.5993740836199942
PHL,0.06468379939046077
PNG,-0.027819259491424886
POL,-0.09447971374013735
PRI,0.08778710005710197
PRK,-0.0423782149468871
PRT,0.1024214518743381
PRY,0.09223760160675008
PYF,0.00745734318310598
QAT,0.447001956572178
RUS,-0.044615003233402194
RWA,-0.008527777089628319
SAU,0.5721351116152442
SDN,0.007676574137829632
SEN,0.36404498966292126
SGP,0.26996092931036947
SLB,-0.0029369681097914085
SLE,-0.10564372074529443
SLV,0.1828941969953011
SOM,-0.1070469671477158
STP,0.1434819506178847
SUR,0.24964831267408383
SVK,-0.12261013538163645
SVN,-0.014214908280085004
SWE,-0.03768058730499023
SWZ,0.1332590211360076
SYR,-0.47119623105684255
TCD,-0.0018798678837561994
TGO,-0.06214516947445307
THA,-0.09978853677693708
TJK,0.0014979467383650887
TKM,0.069704999324063
TON,0.25882442529215405
TTO,0.32227385185856566
TUN,0.07816730434504289
TUR,-0.048921693025542695
TZA,-0.03216768257279174
UGA,0.06579264104671169
UKR,-0.14267189071858194
URY,0.23045884590032104
USA,-0.008379899997753447
UZB,0.07610000619999994
VCT,0.3292829795344249
VEN,0.20305539315220517
VIR,-0.04625811587985534
VNM,0.0001911853619689835
VUT,0.0016606080741847393
WLD,-0.0523927287272865
WSM,-0.05001200392119077
YEM,-0.6436549498058394
ZAF,0.15002645607668882
ZMB,-0.05012658825968345
ZWE,0.1591032891637633
